State/Province,Country,Country Lookup: Time Zone,Exlibris Customer Care Region,Account Name,Account Name Internal,Account Currency
NY,United States,,NA,North Babylon Public Library,NORTH BABYLON PUBLIC LIBRARY,USD
NY,United States,,NA,Schenectady County Public Library,SCHENECTADY COUNTY PUBLIC LIBRARY,USD
Chiba,Japan,Asia/Tokyo,APAC,Tdk Corp,TDK Kabushiki Kaisha Technical Center,USD
NY,United States,,NA,Huntington Public Library,HUNTINGTON PUBLIC LIBRARY,USD
Waikato,New Zealand,,EMEA ANZ,Te Wananga O Aotearoa,Te Wananga o Aotearoa Te Pataka Maramatanga,USD
GA,United States,,NA,Savannah Country Day School,Savannah Country Day School,USD
TX,United States,,NA,Longview Public Library TX,Longview Public Library TX,USD
TX,United States,,NA,Texas State Technical College,Texas State Technical College,USD
NC,United States,,NA,University of North Carolina School of the Arts,University of North Carolina School of the Arts Library & Learning Commons,USD
WA,United States,,NA,Seattle Pacific University,Seattle Pacific University Library,USD
SABAH,Malaysia,,APAC,Universiti Malaysia Sabah,Universiti Malaysia Sabah Library,USD
CMX,Mexico,,LATAM,Universidad Anahuac Mexico,Universidad Anahuac Mexico Norte,USD
JAL,Mexico,,LATAM,Universidad Autonoma de Guadalajara,Universidad Autonoma de Guadalajara,USD
WV,United States,,NA,Shepherd University,Shepherd University Scarborough Library,USD
99,Malaysia,,APAC,Bank Negara Malaysia (BNM),Bank Negara Malaysia,USD
CMX,Mexico,,LATAM,Universidad Autonoma de la Ciudad de Mexico,Universidad Autonoma de la Ciudad de Mexico,USD
99,Malaysia,,APAC,International Medical University (IMU),International Medical University,USD
HID,Mexico,,LATAM,Universidad Autonoma del Estado de Hidalgo,Universidad Autonoma del Estado de Hidalgo,USD
IL,United States,,NA,Barrington Area Library,BARRINGTON PUBLIC LIBRARY DISTRICT,USD
MA,United States,,NA,Simmons University,Simmons College Beatley Library,USD
WI,United States,,NA,Monarch Library System,Eastern Shores Library System,USD
MEX,Mexico,,LATAM,Universidad Autonoma del Estado de Mexico,Autonomous University of the State of Mexico,USD
WI,United States,,NA,IFLS Library System,Indianhead Federated Library System,USD
TAM,Mexico,,LATAM,Universidad Autonoma de Tamaulipas,Universidad Autonoma de Tamaulipas,USD
DC,United States,,NA,Smithsonian Institution Libraries,Smithsonian Libraries,USD
BJ,China,Asia/Shanghai,APAC,China Conservatory of Music,China Conservatory of Music,USD
COA,Mexico,,LATAM,"Universidad Americana del Noreste, SC",Universidad Autonoma del Noreste UANE,USD
TX,United States,,NA,Hutto Public Library,Biblionix - Hutto Public Library Hutto TX,USD
DC,United States,,NA,US Immigration and Customs Enforcement,United States Immigration and Customs Enforcement,USD
BJ,China,Asia/Shanghai,APAC,Central Conservatory of Music,Central Conservatory of Music,USD
CA,United States,,NA,University of California Office of the President,University of California Office of the President,USD
MI,United States,,NA,Society of Manufacturing Engineers,Society of Manufacturing Engineers,USD
HN,China,Asia/Shanghai,APAC,Hunan Normal University,Hunan Normal University,USD
BA,Brazil,,LATAM,Universidade Federal do Reconcavo da Bahia,Federal University of Reconcavo da Bahia,USD
CA,United States,,NA,Sonoma State University,Sonoma State University Library Jean and Charles Schulz Information Center,USD
FL,United States,,NA,Manatee County Public Library,MANATEE COUNTY PUBLIC LIBRARY SYSTEM,USD
CMX,Mexico,,LATAM,Univ Del Valle De Mexico,,USD
SD,United States,,NA,South Dakota State University,South Dakota State University Hilton M Briggs Library,USD
Martinique,France,Europe/Paris,EMEA ANZ,Univ Des Antilles Guyane,Universite de Guyane Service Commun de la Documentation Campus de Troubiran,USD
KY,United States,,NA,Mercer County Library,Mercer County Public Library KY,USD
LA,United States,,NA,Tulane University,Tulane University Dir Of Academic Services,USD
SC,United States,,NA,Chapin Memorial Library,Chapin Memorial Library,USD
LA,United States,,NA,US Geological Survey,US Geological Survey Wetland and Aquatic Research Center Lafayette,USD
KY,United States,,NA,Nelson County Public Library,NELSON COUNTY PUBLIC LIBRARY,USD
CO,United States,,NA,US Geological Survey Denver,US Geological Survey Southwest Region,USD
MN,United States,,NA,St Paul Public Library,Saint Paul Public Library,USD
IN,United States,,NA,Lake County Public Library,Lake County Public Library Merrillville,USD
VA,United States,,NA,US Geological Survey Library,US Geological Survey Reston Library,USD
WI,United States,,NA,Northern Waters Library System,Northern Waters Library System,USD
RS,Brazil,,LATAM,Universidade Luterana Do Brasil ULBRA,Universidade Luterana Do Brasil ULBRA,USD
IL,United States,,NA,Glencoe Public Library,GLENCOE PUBLIC LIBRARY,USD
KOWLOON,Hong Kong,Asia/Hong_Kong,APAC,Tung Wah College,Tung Wah College Library,USD
AL,United States,,NA,Alabama Public Library Service,Alabama Public Library Service,USD
SD,United States,,NA,US Geological Survey Sioux Falls,US Geological Survey Sioux Falls,USD
WI,United States,,NA,Milton Middle School,Milton Middle School,USD
OR,United States,,NA,Southern Oregon University,Southern Oregon University,USD
WI,United States,,NA,Western Technical College,Western Technical College,USD
OK,United States,,NA,US Govt Accountability Office:GAO,US Govt Accountability Office Accounts Payable OK,USD
TX,United States,,NA,Texas State University,Texas State University San Marcos Albert B Alkek Library,USD
NY,United States,,NA,Emma S Clark Memorial,EMMA S. CLARK MEMORIAL LIBRARY,USD
South Gyeongsang,"Korea, Republic of",Asia/Seoul,APAC,Ulsan National Institute of Science Technology,Ulsan National Institute of Science and Technology,USD
CO,United States,,NA,Jefferson County Public Library CO,Jefferson County Public Library CO,USD
WA,United States,,NA,Gates Foundation,Gates Foundation,USD
OH,United States,,NA,Barberton Public Library,BARBERTON PUBLIC LIBRARY,USD
Haspolat,Turkey,Europe/Istanbul,EMEA ANZ,Uluslararasi Kibris Universitesi,Cyprus International University Library,USD
SON,Mexico,,LATAM,Univ De Sonora,Universidad de Sonora,USD
Kuala Lumpur,Malaysia,,APAC,Tunku Abdul Rahman Univ of Mgmt and Tech TARUMT,Tunku Abdul Rahman University of Management and Technology TARUMT,USD
HA,China,Asia/Shanghai,APAC,Henan Agricultural University,Henan Agricultural University,USD
,Portugal,,EMEA ANZ,Universidade da Beira Interior,University of Beira Interior Library,USD
CE,Brazil,,LATAM,Univ da Integracao Intl Lusofonia Afro Brasileira,University of International Integration of Afro-Brazilian Lusophony,USD
LA,United States,,NA,Southeastern Louisiana University,Southeastern Louisiana University Sims Memorial Library,USD
Abu Dhabi,United Arab Emirates,Europe/Prague,EMEA ANZ,National Medical Library,United Arab Emirates University National Medical Library,USD
AVEIRO,Portugal,,EMEA ANZ,Universidade de Aveiro,University of Aveiro,USD
CA,United States,,NA,Naval Information Warfare Center Pacific,Naval Information Warfare Center Pacific Library,USD
,Hong Kong,Asia/Hong_Kong,APAC,Joint University Librarians Advisory Committee,Joint University Librarians Advisory Committee,USD
TX,United States,,NA,Watauga Public Library,WATAUGA PUBLIC LIBRARY,USD
OR,United States,,NA,USA Today,USA Today Oregon,USD
IL,United States,,NA,NILRC - Network of Illinois Resources in Community Colleges,Network of Illinois Learning Resources in Community Colleges,USD
Tokyo,Japan,Asia/Tokyo,APAC,Unicharm Kabushiki Kaisha,Unicharm Corporation,USD
Loire-Atlantique,France,Europe/Paris,EMEA ANZ,Université de Nantes,Universite de Nantes Bibliotheque Universitaire Droit,USD
MA,United States,,NA,Springfield College,Springfield College Babson Library,USD
Pyrenees Atlantiques,France,Europe/Paris,EMEA ANZ,TotalEnergies Facilities Management Services,TotalEnergies Facilities Management Services,USD
MI,United States,,NA,Trenton Public Schools,Trenton Public Schools,USD
CA,United States,,NA,California Judicial Center Library,California Courts,USD
SC,United States,,NA,Trident Technical College,Trident Technical College,USD
Bruxelles,Belgium,Europe/Brussels,EMEA ANZ,UCB Pharma SA,UCB Pharma SA Braine l'Alleud Research Centre,USD
NY,United States,,NA,SUNY Brockport,SUNY Brockport Drake Memorial Library,USD
CA,United States,,NA,Mission Viejo Library,Mission Viejo Library,USD
NY,United States,,NA,SUNY at Binghamton,Binghamton University Glenn G Bartle Library,USD
CA,United States,,NA,Orange County Public Law Library,Orange County Public Law Library,USD
WI,United States,,NA,Winnefox Library System,Winnefox Library System,USD
New South Wales,Australia,,EMEA ANZ,"Department of Planning, Housing and Infrastructure","Department of Planning, Housing and Infrastructure NSW",USD
WI,United States,,NA,South Central Library System,South Central Library System,USD
NY,United States,,NA,SUNY Oneonta,State University of New York College at Oneonta James M Milne Memorial Library,USD
WI,United States,,NA,Bridges Library System,Bridges Library System,USD
RJ,Brazil,,LATAM,Unisuam Centro Universitario Augusto Motta,Unisuam Augusto Motta University Center,USD
WI,United States,,NA,Winding Rivers Library System,Winding Rivers Library System,USD
Attica,Greece,Europe/Athens,EMEA ANZ,Uni Systems SMSA,Uni Systems SMSA,USD
SP,Brazil,,LATAM,Universidade Federal de Sao Paulo - UNIFESP,Universidade Federal de Sao Paulo UNIFESP,USD
MI,United States,,NA,Chippewa River District Library,CHIPPEWA RIVER DISTRICT LIBRARY SYSTEM,USD
IL,United States,,NA,Elgin Community College,Elgin Community College,USD
Selangor Darul Ehsan,Malaysia,,APAC,UNITAR International University,UNITAR International University,USD
HI,United States,,NA,Kamehameha Ke Kula Ki eki e Kapalama,Kamehameha High School Kapalama,USD
Brasov,Romania,Europe/Bucharest,EMEA ANZ,Transilvania University of Brasov,Universitatea Transilvania din Brasov,USD
NY,United States,,NA,SUNY Potsdam,SUNY Potsdam Julia E Crane Memorial Library,USD
,Vietnam,Asia/Ho_Chi_Minh,APAC,United Nat Intl School Of Hanoi,United Nations International School Hanoi,USD
GENEVE,Switzerland,,EMEA ANZ,United Nations Library and Archives Geneva,United Nations Library and Archives Geneva,USD
DC,United States,,NA,US Air Force - The Pentagon,US Department of the Air Force,USD
TX,United States,,NA,St Edwards University,Saint Edward's University Munday Library,USD
NV,United States,,NA,Washoe County Library - NV,WASHOE COUNTY LIBRARY SYSTEM,USD
TX,United States,,NA,US Air Force Library & Info,US Air Force Services Agency,USD
MT,United States,,NA,Bozeman Public Library,BOZEMAN PUBLIC LIBRARY,USD
MA,United States,,NA,United States Army Corps Of Engineers MA,US Army Corps of Engineers New England District,USD
MA,United States,,NA,Needham Free Public Lib,Needham Free Public Library,USD
YN,China,Asia/Shanghai,APAC,Yunnan Minzu University,Yunnan Minzu University,USD
TX,United States,,NA,Stephen F Austin State University,Stephen F Austin State University Ralph W Steen Library,USD
SH,China,Asia/Shanghai,APAC,Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,USD
BJ,China,Asia/Shanghai,APAC,University of International Business and Economics,University of International Business and Economics,USD
FL,United States,,NA,Stetson University,Stetson University duPont Ball Library,USD
YN,China,Asia/Shanghai,APAC,Yunnan Normal University,Yunnan Normal University,USD
IL,United States,,NA,Southern Illinois University Edwardsville,Southern Illinois University Edwardsville Lovejoy Library,USD
SH,China,Asia/Shanghai,APAC,Shanghai Normal University,Shanghai Normal University,USD
Marne,France,Europe/Paris,EMEA ANZ,Universite de Reims Champagne Ardenne,University of Reims Champagne Ardenne,USD
NY,United States,,NA,St Johns University Libraries,St Johns University Libraries,USD
SC,China,Asia/Shanghai,APAC,Chongqing Institute of Green and Intelligent Technology,Chongqing Institute of Green and Intelligent Technology,USD
IN,United States,,NA,St Joseph County Public Library,Saint Joseph County Public Library,USD
RJ,Brazil,,LATAM,Universidade de Vassouras,University of Vassouras,USD
NY,United States,,NA,St Lawrence University,Saint Lawrence University Libraries,USD
MA,United States,,NA,Winchester Public Library,Winchester Public Library,USD
Jihocesky Kraj,Czech Republic,Europe/Prague,EMEA ANZ,Jihoceska Univerzita v Ceskych Budejovicich,University of South Bohemia in Ceske Budejovice,USD
MO,United States,,NA,Saint Louis University,Saint Louis University Pius XII Memorial Library,USD
SC,United States,,NA,Charleston School of Law,Charleston School of Law Sol Blatt Jr Law Library,USD
CA,United States,,NA,San Mateo Public Library,SAN MATEO PUBLIC LIBRARY,USD
PR,Puerto Rico,,NA,Fort Buchanan,Fort Buchanan,USD
SC,United States,,NA,University of South Carolina Lancaster,University of South Carolina Lancaster Medford Library,USD
MD,United States,,NA,St Mary's College of Maryland,Saint Mary's College of Maryland Library,USD
FJ,China,Asia/Shanghai,APAC,Xiamen University,Xiamen University Library,USD
Montevideo,Uruguay,America/Sao_Paulo,LATAM,Universidad ORT de Uruguay,Universidad ORT Uruguay,USD
Uusimaa,Finland,Europe/Helsinki,EMEA ANZ,Stora Enso International Oy,Stora Enso International Oy Helsinki,USD
PAVIA,Italy,Europe/Rome,EMEA ANZ,Universita degli Studi di Pavia,University of Pavia Library System,EUR
AH,China,Asia/Shanghai,APAC,Anhui University,Anhui University,USD
,Malaysia,,APAC,Univ Tunku Abdul Rahman,Universiti Tunku Abdul Rahman,USD
GD,China,Asia/Shanghai,APAC,Guangdong University of Technology,Guangdong University of Technology,USD
JS,China,Asia/Shanghai,APAC,Nanjing Agricultural University,Nanjing Agricultural University,USD
NLE,Mexico,,LATAM,Universidad Regiomontana (U-ERRE),Universidad Regiomontana,USD
LIMA,Peru,America/Lima,LATAM,Universidad Ricardo Palma,Universidad Ricardo Palma,USD
NY,United States,,NA,SUNY Albany,University at Albany State University of New York University Library,USD
ROMA,Italy,Europe/Rome,EMEA ANZ,Univ di Perugia,Universita degli Studi di Perugia Rome,USD
NLE,Mexico,,LATAM,Universidad De Monterrey,Universidad de Monterrey,USD
GX,China,Asia/Shanghai,APAC,Guangxi University,Guangxi University,USD
ATLANTICO,Colombia,America/Bogota,LATAM,Universidad Simon Bolivar,Universidad Simon Bolivar,USD
NY,United States,,NA,SUNY Old Westbury,SUNY College at Old Westbury Library,USD
JS,China,Asia/Shanghai,APAC,Yangzhou University,Yangzhou University,USD
,Colombia,America/Bogota,LATAM,Universidad Surcolombiana,Universidad Surcolombiana,USD
JS,China,Asia/Shanghai,APAC,Nantong University,Nantong University,USD
Arica Y Parinacota,Chile,,LATAM,Universidad De Tarapaca,University of Tarapaca,USD
MI,United States,,NA,Saline District Library,Saline District Library,USD
Kalimantan,Indonesia,,APAC,Universitas Lambung Mangkurat,Universitas Lambung Mangkurat,USD
NY,United States,,NA,SUNY Geneseo,SUNY Geneseo Milne Library,USD
IL,United States,,NA,Illinois Eastern Community College,Illinois Eastern Community College System,USD
NY,United States,,NA,SUNY Polytechnic Institute,SUNY Polytechnic Institute Peter J Cayan Library,USD
MA,United States,,NA,Tewksbury Public Library,Tewksbury Public Library,USD
Jakarta,Indonesia,,APAC,Universitas Pertahanan Indonesia,Universitas Pertahanan Indonesia,USD
NY,United States,,NA,SUNY Stony Brook,Stony Brook University Libraries,USD
North Sulawesi,Indonesia,,APAC,Universitas Sam Ratulangi,Universitas Sam Ratulangi,USD
NC,United States,,NA,Forsyth County Public Library,FORSYTH COUNTY PUBLIC LIBRARY,USD
OR,United States,,NA,Roseburg Sr High School,Roseburg High School,USD
LN,China,Asia/Shanghai,APAC,Dalian Jiaotong University,Dalian Jiaotong University,USD
Crete,Greece,Europe/Athens,EMEA ANZ,University of Crete,University of Crete Library and Information Center,EUR
WI,United States,,NA,Sun Prairie High School,Sun Prairie High School,USD
"BOGOTA, D.C.",Colombia,America/Bogota,LATAM,Universidad Del Rosario,Universidad Del Rosario,USD
VA,United States,,NA,Sweet Briar College,Sweet Briar College Mary Helen Cochran Library,USD
IL,United States,,NA,Antioch Public Library,ANTIOCH PUBLIC LIBRARY DISTRICT,USD
CORDOBA,Colombia,America/Bogota,LATAM,Universidad Del Sinu,Universidad del Sinu,USD
IL,United States,,NA,John Wood Community College,John Wood Community College,USD
